4,6,1.36,-1.36,1.36,1
6,5,1.36,-1.36,-1.36,1
5,7,1.36,-1.36,1.36,1
7,2,1.36,-1.36,-1.36,1
11,6,1.36,1.36,-1.36,1
6,10,1.36,1.36,1.36,1
8,7,1.36,1.36,-1.36,1
7,9,1.36,1.36,1.36,1
11,12,1.36,-1.36,1.36,1
12,8,1.36,-1.36,-1.36,1
10,13,1.36,-1.36,1.36,1
13,9,1.36,-1.36,-1.36,1
14,12,1.36,1.36,-1.36,1
12,18,1.36,1.36,1.36,1
18,13,1.36,1.36,-1.36,1
13,16,1.36,1.36,1.36,1
1,2,5.43,0,0,0
4,3,5.43,0,0,0
2,3,0,5.43,0,0
1,4,0,5.43,0,0
14,15,5.43,0,0,0
17,16,5.43,0,0,0
14,17,0,5.43,0,0
15,16,0,5.43,0,0
1,14,0,0,5.43,0
2,15,0,0,5.43,0
3,16,0,0,5.43,0
4,17,0,0,5.43,0
